tconst,primaryTitle
tt0283426,The Jungle Book 2
tt0283476,Mercano the Martian
tt0284075,Duck Ugly
tt0284394,Petit Potam
tt0285868,Pandavas: The Five Warriors
tt0286104,Century of the Wind
tt0286244,The Triplets of Belleville
tt0287058,Tootletubs & Jyro
tt0287329,Bahía mágica
tt0287351,Pinocchio
tt0287635,Pokemon 4Ever: Celebi - Voice of the Forest
tt0287941,Les Boulugres
tt0289408,The Powerpuff Girls Movie
tt0289549,The Triumph of Time
tt0290067,Serafín: La película
tt0291046,Blue Remains
tt0291061,Calacán
tt0291350,Millennium Actress
tt0291727,Anteojito and Antifaz: A Thousand Attempts and One Invention
tt0291959,The Happy Cricket from the Amazon
tt0293093,Dibu 3
tt0293416,Metropolis
tt0293849,The Little Polar Bear
tt0293854,The Little Bear Movie
tt0294448,Locke the Superman
tt0294590,Future War 1986
tt0294677,Kommando Störtebeker
tt0294886,S.O.S Gulubu
tt0295152,The Abrafaxe: Under the Black Flag
tt0295409,The Magical Princess Gigi
tt0295455,The Tale of Genji
tt0295583,Sangokushi
tt0295608,Shonan bakusozoku: Bomber Bikers of Shonan
tt0295659,TimeFighters in the Land of Fantasy
tt0295667,Space Warriors Baldios
tt0296074,Marco Polo: Return to Xanadu
tt0296162,Putih
tt0296504,Amor e Medo
tt0296619,The Rain Children
tt0296620,Epic
tt0296801,Piconzé
tt0296832,Rocky e Hudson
tt0297215,A Journey Through Fairyland
tt0297753,Kaena: The Prophecy
tt0298109,A Dog Called Pain
tt0298148,Shrek 2
tt0298337,Free Jimmy
tt0298388,Jonah: A VeggieTales Movie
tt0298511,Psychic Wars
tt0298903,Heidi
tt0299040,Momo
tt0299172,Home on the Range
tt0299619,Bécassine: Le Trésor viking
tt0299878,Fimfárum Jana Wericha
tt0300576,Tristan et Iseut
tt0301082,Cardcaptor Sakura: The Movie
tt0301083,Cardcaptor Sakura: The Sealed Card
tt0301085,Castelao (Biografía de un ilustre gallego)
tt0302758,"My Beautiful Girl, Mari"
tt0304072,The Dog of Flanders
