tconst,primaryTitle
tt0078925,The Shark Hunter
tt0078935,Cannibal Holocaust
tt0078960,The Great American Girl Robbery
tt0078975,Circle of Iron
tt0079013,Cuba
tt0079031,Day of the Assassin
tt0079085,Drsna planina
tt0079115,Escape from Hell
tt0079117,Escape to Athena
tt0079152,The Fifth Musketeer
tt0079153,Firepower
tt0079155,"The Fists, the Kicks and the Evil"
tt0079172,Frak dlya shalopaya
tt0079180,The Frisco Kid
tt0079197,Caged Women
tt0079240,The Great Train Robbery
tt0079255,Götz von Berlichingen mit der eisernen Hand
tt0079268,Hanover Street
tt0079285,Saturn 3
tt0079293,Phoenix 2772
tt0079317,Hunter in the Dark
tt0079319,Hurricane
tt0079336,The In-Laws
tt0079351,I'm for the Hippopotamus
tt0079477,A Little Romance
tt0079497,Operation Leopard
tt0079501,Mad Max
tt0079509,Fantasy Mission Force
tt0079532,Marie Ann
tt0079534,Martijn en de magiër
tt0079574,Moonraker
tt0079580,Adventures of the Wilderness Family 3
tt0079588,The Muppet Movie
tt0079589,Muqabla
tt0079604,Na pytlacke stezce
tt0079626,Night Creature
tt0079741,Poslednyaya okhota
tt0079749,Adventures of Ali-Baba and the Forty Thieves
tt0079753,The Prisoner of Zenda
tt0079788,Zombie Holocaust
tt0079789,O Rei e os Trapalhões
tt0079808,The Riddle of the Sands
tt0079833,Lupin III: The Castle of Cagliostro
tt0079849,Zhui ming sha shou
tt0079851,El oreja rajada
tt0079892,A Slice of Death
tt0079894,The Shape of Things to Come
tt0079940,Spirit of the Wind
tt0079945,Star Trek: The Motion Picture
tt0079946,Starcrash
tt0079953,Sto koni do stu brzegów
tt0079969,Catch the Black Sunshine
tt0079971,Supersonic Man
tt0079988,Tarka the Otter
tt0080025,Time After Time
tt0080062,Unidentified Flying Oddball
tt0080066,Up from the Depths
tt0080131,Wild Horse Hank
tt0080151,The Savage Five
tt0080180,Zulu Dawn
tt0080315,2 Wondrous Tigers
tt0080391,Attack of the Killer Tomatoes!
tt0080399,Las aventuras de Enrique y Ana
tt0080421,Battle Beyond the Stars
tt0080453,The Blue Lagoon
tt0080455,The Blues Brothers
tt0080461,"Bon Voyage, Charlie Brown (and Don't Come Back!!)"
tt0080472,Bronco Billy
tt0080485,Cabo Blanco
tt0080494,Mercenaries' Trap
tt0080529,Rendezvous with Death
tt0080531,Christmas Mountain
tt0080545,Cloud Dancer
tt0080565,The Umbrella Coup
tt0080585,Los cántabros
tt0080596,The Day Time Ended
tt0080603,Death Ship
tt0080621,Shaolin Hellgate
tt0080627,Die Laughing
tt0080641,The Dogs of War
tt0080664,Revenge of the Black Wolf
tt0080671,The Earthling
tt0080684,Star Wars: Episode V - The Empire Strikes Back
tt0080701,Eva man (Due sessi in uno)
tt0080710,Under Siege
tt0080736,The Final Countdown
tt0080745,Flash Gordon
tt0080748,The Buddhist Fist
tt0080768,Virus: The End
tt0080772,Galaxy Express 999
tt0080801,The Gods Must Be Crazy
tt0080803,The Ninja Pirates
tt0080833,Guyana: Cult of the Damned
tt0080846,Hawk the Slayer
tt0080855,Heaven's Gate
