tconst,primaryTitle
tt0096131,A Soldier's Tale
tt0096207,T4 - Hartheim 1 - Sterben und Leben im Schloß
tt0096271,A Time of Destiny
tt0096411,Waller's Last Trip
tt0096416,War Requiem
tt0096436,White Ghost
tt0096507,Born to Defense
tt0096516,Straight for the Heart
tt0096737,1939
tt0096744,84C MoPic
tt0096815,And the Violins Stopped Playing
tt0096828,The War Is Over
tt0096833,Marriage of the Blessed
tt0096877,Countdown to Esmeralda Bay
tt0096894,"Bashu, the Little Stranger"
tt0096966,The Battle of Kosovo
tt0096969,Born on the Fourth of July
tt0096970,Born to Fight
tt0097282,Entertaining the Troops
tt0097313,The Exiles
tt0097339,Father
tt0097377,Forced March
tt0097570,In Country
tt0097578,"Inimene, keda polnud"
tt0097593,The Iron Triangle
tt0097694,Black Rain
tt0097715,The Last Warrior
tt0097746,Lie ri nu wa zi
tt0098036,Oszolomienie
tt0098190,Resurrected
tt0098225,The Rose Garden
tt0098288,Senba-zuru
tt0098328,The Siege of Firebase Gloria
tt0098398,Strike Commando 2
tt0098437,The Winter War
tt0098462,That Englishwoman: An Account of the Life of Emily Hobhouse
tt0098463,That Summer of White Roses
tt0098585,Vent de galerne
tt0098596,Life and Nothing But
tt0098597,Vietnam War Story: The Last Days
tt0098601,Violent Zone
tt0098691,A Better Tomorrow III: Love and Death in Saigon
tt0098990,Afghan Breakdown
tt0099002,Stars and Roses
tt0099005,Air America
tt0099103,Bandits
tt0099291,Come See the Paradise
tt0099338,Da Jue Zhan I: Liao Shen Zhan Yi
tt0099339,Decisive Engagement: Wei-hai Campaign
tt0099340,Da Jue Zhan III: Ping Jin Zhan Yi
tt0099392,The Scout
tt0099447,Dog Tags
tt0099537,Der Fall Ö.
tt0099579,Fist of Glory
tt0099638,Gavre Princip - Himmel unter Steinen
tt0099670,Silent Gunpowder
tt0099673,"Good Evening, Mr. Wallenberg"
tt0099688,Gorzka milosc
tt0099719,Red Dust
tt0099747,Havana
tt0099776,Europa Europa
tt0099924,Karer
tt0099949,Korczak
tt0099955,Král kolonád
tt0099988,Last Stand at Lang Mei
tt0100072,Luba
tt0100100,A Man Called Sarge
tt0100133,Memphis Belle
tt0100269,"No, or The Vain Glory of Command"
tt0100327,Panny i wdowy
tt0100393,The Last Butterfly
tt0100414,Prisoners of the Sun
tt0100743,Tank 'Klim Voroshilov-2'
tt0100762,Time to Kill
tt0100987,A Home Too Far
tt0101014,Whampoa Blues
tt0101025,"Oh, Carmela!"
tt0101423,Behind the Mask
tt0101646,A Day in October
tt0101695,December
tt0101772,The Boys from St. Petri
tt0101871,Battle Gear
tt0101879,The Finest Hour
tt0101959,Cup Final
tt0101966,The Sergeant
tt0102058,Out of Life
tt0102068,Au Revoir Mon Amour
tt0102072,The Human Shield
tt0102153,Jeszcze tylko ten las
tt0102265,The Long Winter
tt0102422,McBain
tt0102426,Mediterraneo
tt0102443,A Midnight Clear
tt0102520,La neige et le feu
tt0102548,La noche más larga
tt0102623,Page blanche
tt0102697,For Sasha
tt0102850,Schacko Klak
tt0102876,War and Youth
tt0103089,Time for Cherries
tt0103156,Silver Stallion
tt0103612,Absent Without Leave
tt0103804,Beyond the Call of Duty
tt0103896,De bunker
tt0103966,Chunuk Bair
tt0104105,Diên Biên Phú
tt0104224,The Fall of Otrar
tt0104327,General
tt0104374,The Undeclared War
tt0104403,Hedd Wyn
tt0104462,Huidos
tt0104507,Indochine
tt0104521,Into the Sun
tt0104574,Comfort Women
tt0104617,Oxygen Starvation
tt0104621,Klamek ji bo Beko
tt0104640,The Warrior's Heart
tt0104645,Kshatriya
tt0104672,Al-lail
tt0104810,Manufacturing Consent: Noam Chomsky and the Media
tt0105089,The Panama Deception
tt0105257,Richard Lvinoe Serdtse
tt0105783,Warsaw: Year 5703
tt0105841,"Wszystko, co najwazniejsze..."
tt0106207,The Abadanis
tt0106330,From Karkheh to Rhein
tt0106574,Cijena zivota
tt0106703,Die Denunziantin
tt0107007,Gettysburg
tt0107132,The Man on the Shore
tt0107135,L'honneur de la tribu
tt0107157,The Puppetmaster
tt0107167,Hundan al Belgrano
tt0107316,Kill Zone
tt0107319,Grey Knight
tt0107340,Odds and Evens
tt0107547,My Private War
tt0107699,De nøgne træer
tt0107727,L'oeil de Vichy
tt0107825,Pierscionek z orlem w koronie
tt0107866,Pozegnanie z Maria
tt0108016,Rytsar Kennet
tt0108067,Secondløitnanten
tt0108171,Sniper
tt0108211,Stalingrad
tt0108489,Videogramme einer Revolution
tt0108502,Les vivants et les morts de Sarajevo
tt0108504,For a Lost Soldier
tt0108506,Vrijeme za...
tt0108516,Warheads
tt0108626,End of the Road
tt0109118,Angel of Mercy
tt0109157,The Ascent
tt0109405,Chasing the Deer
tt0109584,The Decline of the Century: Testament L.Z.
tt0109602,Des feux mal éteints
